Date	Female_parent	Male_parent	CrossFamily	FemaleSp	MaleSp	Cross	Who	Bud	Fruited	Number_of_seeds
19-Nov	18-25	18-08	18-25x18-08	Le	G	LexG	IL	1	0	0
11-Jan	18-25	18-13	18-25x18-13	Le	G	LexG	IL	1	0	0
27-Jan	18-25	18-13	18-25x18-13	Le	G	LexG	AF	1	0	0
29-Jan	18-25	18-13	18-25x18-13	Le	G	LexG	AF	1	0	0
29-Jan	18-25	18-13	18-25x18-13	Le	G	LexG	AF	1	0	0
29-Jan	18-25	18-13	18-25x18-13	Le	G	LexG	AF	1	0	0
29-Oct	18-25	18-16	18-25x18-16	Le	G	LexG	IL	0	1	3
6-Nov	18-25	18-16	18-25x18-16	Le	G	LexG	IL	0	1	1
17-Nov	18-25	18-16	18-25x18-16	Le	G	LexG	IL	0	1	2
19-Nov	18-25	18-16	18-25x18-16	Le	G	LexG	IL	1	0	0
20-Nov	18-25	18-16	18-25x18-16	Le	G	LexG	AF	0	1	2
20-Nov	18-25	18-16	18-25x18-16	Le	G	LexG	AF	1	0	0
4-Dec	18-26	18-11	18-26x18-11	Le	G	LexG	IL	1	0	0
5-Dec	18-26	18-11	18-26x18-11	Le	G	LexG	AF	1	0	0
5-Dec	18-26	18-11	18-26x18-11	Le	G	LexG	AF	0	1	1
8-Dec	18-26	18-11	18-26x18-11	Le	G	LexG	AF	1	0	0
29-Jan	18-26	18-11	18-26x18-11	Le	G	LexG	AF	1	0	0
28-Nov	18-26	18-17	18-26x18-17	Le	G	LexG	AF	0	1	1
28-Nov	18-26	18-17	18-26x18-17	Le	G	LexG	AF	1	0	0
6-Dec	18-26	18-17	18-26x18-17	Le	G	LexG	IL	0	1	2
26-Jan	18-26	18-17	18-26x18-17	Le	G	LexG	AF	1	0	0
18-Dec	18-23	18-35	18-23x18-35	Le	La	LexLa	IL	0	1	3
25-Jan	18-23	18-35	18-23x18-35	Le	La	LexLa	AF	1	0	0
29-Jan	18-23	18-35	18-23x18-35	Le	La	LexLa	AF	0	1	1
29-Jan	18-23	18-35	18-23x18-35	Le	La	LexLa	AF	0	1	3
11-Jan	18-23	18-38	18-23x18-38	Le	La	LexLa	IL	1	0	0
1-Feb	18-23	18-38	18-23x18-38	Le	La	LexLa	AF	1	0	0
1-Feb	18-23	18-38	18-23x18-38	Le	La	LexLa	AF	0	1	4
1-Feb	18-23	18-38	18-23x18-38	Le	La	LexLa	AF	0	1	3
1-Feb	18-23	18-38	18-23x18-38	Le	La	LexLa	AF	0	1	2
27-Oct	18-24	18-07	18-24x18-07	Le	La	LexLa	IL	0	1	4
27-Oct	18-24	18-07	18-24x18-07	Le	La	LexLa	IL	0	1	4
3-Nov	18-24	18-07	18-24x18-07	Le	La	LexLa	IL	0	1	4
5-Nov	18-24	18-07	18-24x18-07	Le	La	LexLa	IL	0	1	4
31-Dec	18-24	18-36	18-24x18-36	Le	La	LexLa	IL	0	1	2
9-Jan	18-24	18-36	18-24x18-36	Le	La	LexLa	IL	1	0	0
11-Jan	18-24	18-36	18-24x18-36	Le	La	LexLa	IL	1	0	0
1-Feb	18-24	18-36	18-24x18-36	Le	La	LexLa	AF	0	1	1
17-Dec	18-24	18-39	18-24x18-39	Le	La	LexLa	IL	0	1	4
18-Dec	18-24	18-39	18-24x18-39	Le	La	LexLa	IL	1	0	0
31-Dec	18-24	18-39	18-24x18-39	Le	La	LexLa	IL	0	1	4
12-Jan	18-24	18-39	18-24x18-39	Le	La	LexLa	IL	0	1	1
14-Nov	18-25	18-05	18-25x18-05	Le	La	LexLa	IL	1	0	0
25-Nov	18-25	18-05	18-25x18-05	Le	La	LexLa	IL	0	1	2
29-Nov	18-25	18-05	18-25x18-05	Le	La	LexLa	AF	1	0	0
29-Nov	18-25	18-05	18-25x18-05	Le	La	LexLa	AF	0	1	1
1-Dec	18-25	18-05	18-25x18-05	Le	La	LexLa	IL	0	1	1
20-Oct	18-25	18-06	18-25x18-06	Le	La	LexLa	IL	0	1	3
23-Oct	18-25	18-06	18-25x18-06	Le	La	LexLa	IL	0	1	4
29-Oct	18-25	18-06	18-25x18-06	Le	La	LexLa	IL	0	1	3
29-Oct	18-25	18-06	18-25x18-06	Le	La	LexLa	IL	0	1	4
3-Nov	18-25	18-06	18-25x18-06	Le	La	LexLa	IL	0	1	4
24-Nov	18-26	18-04	18-26x18-04	Le	La	LexLa	IL	0	1	3
27-Nov	18-26	18-04	18-26x18-04	Le	La	LexLa	IL	0	1	2
29-Nov	18-26	18-04	18-26x18-04	Le	La	LexLa	AF	0	1	4
1-Dec	18-26	18-04	18-26x18-04	Le	La	LexLa	IL	0	1	1
2-Dec	18-26	18-04	18-26x18-04	Le	La	LexLa	IL	1	0	0
6-Dec	18-26	18-04	18-26x18-04	Le	La	LexLa	IL	0	1	2
31-Dec	18-26	18-34	18-26x18-34	Le	La	LexLa	IL	1	0	0
12-Jan	18-26	18-34	18-26x18-34	Le	La	LexLa	IL	0	1	2
1-Feb	18-26	18-34	18-26x18-34	Le	La	LexLa	AF	0	1	4
1-Feb	18-26	18-34	18-26x18-34	Le	La	LexLa	AF	0	1	4
1-Feb	18-26	18-34	18-26x18-34	Le	La	LexLa	AF	0	1	4
30-Dec	18-26	18-37	18-26x18-37	Le	La	LexLa	IL	0	1	4
31-Dec	18-26	18-37	18-26x18-37	Le	La	LexLa	IL	0	1	2
10-Jan	18-26	18-37	18-26x18-37	Le	La	LexLa	IL	1	0	0
27-Jan	18-26	18-37	18-26x18-37	Le	La	LexLa	AF	1	0	0
27-Jan	18-26	18-37	18-26x18-37	Le	La	LexLa	AF	1	0	0
3-Nov	18-23	18-24	18-23x18-24	Le	Le	LexLe	IL	1	0	0
19-Nov	18-23	18-24	18-23x18-24	Le	Le	LexLe	IL	1	0	0
21-Nov	18-23	18-24	18-23x18-24	Le	Le	LexLe	IL	1	0	0
1-Dec	18-23	18-24	18-23x18-24	Le	Le	LexLe	IL	1	0	0
14-Nov	18-23	18-25	18-23x18-25	Le	Le	LexLe	IL	0	1	2
17-Nov	18-23	18-25	18-23x18-25	Le	Le	LexLe	IL	1	0	0
19-Nov	18-23	18-25	18-23x18-25	Le	Le	LexLe	IL	1	0	0
27-Nov	18-23	18-25	18-23x18-25	Le	Le	LexLe	IL	1	0	0
30-Nov	18-23	18-25	18-23x18-25	Le	Le	LexLe	AF	0	1	3
29-Oct	18-23	18-26	18-23x18-26	Le	Le	LexLe	IL	1	0	0
28-Nov	18-23	18-26	18-23x18-26	Le	Le	LexLe	AF	1	0	0
28-Nov	18-23	18-26	18-23x18-26	Le	Le	LexLe	AF	1	0	0
2-Dec	18-23	18-26	18-23x18-26	Le	Le	LexLe	IL	0	1	1
6-Dec	18-23	18-26	18-23x18-26	Le	Le	LexLe	IL	0	1	1
5-Nov	18-24	18-25	18-24x18-25	Le	Le	LexLe	IL	0	1	2
6-Nov	18-24	18-25	18-24x18-25	Le	Le	LexLe	IL	1	0	0
17-Nov	18-24	18-25	18-24x18-25	Le	Le	LexLe	IL	1	0	0
19-Nov	18-24	18-25	18-24x18-25	Le	Le	LexLe	IL	1	0	0
20-Nov	18-24	18-25	18-24x18-25	Le	Le	LexLe	AF	0	1	2
3-Nov	18-24	18-26	18-24x18-26	Le	Le	LexLe	IL	0	1	2
3-Nov	18-24	18-26	18-24x18-26	Le	Le	LexLe	IL	0	1	3
2-Dec	18-24	18-26	18-24x18-26	Le	Le	LexLe	IL	1	0	0
5-Dec	18-24	18-26	18-24x18-26	Le	Le	LexLe	AF	0	1	1
5-Dec	18-24	18-26	18-24x18-26	Le	Le	LexLe	AF	1	0	0
17-Nov	18-25	18-23	18-25x18-23	Le	Le	LexLe	IL	1	0	0
19-Nov	18-25	18-23	18-25x18-23	Le	Le	LexLe	IL	1	0	0
24-Nov	18-25	18-23	18-25x18-23	Le	Le	LexLe	IL	1	0	0
27-Nov	18-25	18-23	18-25x18-23	Le	Le	LexLe	IL	0	1	1
30-Nov	18-25	18-23	18-25x18-23	Le	Le	LexLe	AF	1	0	0
5-Nov	18-25	18-24	18-25x18-24	Le	Le	LexLe	IL	1	1	1
19-Nov	18-25	18-24	18-25x18-24	Le	Le	LexLe	IL	0	1	1
20-Nov	18-25	18-24	18-25x18-24	Le	Le	LexLe	AF	0	1	1
20-Nov	18-25	18-24	18-25x18-24	Le	Le	LexLe	AF	0	1	3
20-Nov	18-25	18-24	18-25x18-24	Le	Le	LexLe	AF	0	1	4
21-Nov	18-25	18-24	18-25x18-24	Le	Le	LexLe	IL	1	0	0
29-Oct	18-25	18-26	18-25x18-26	Le	Le	LexLe	IL	1	0	0
30-Nov	18-25	18-26	18-25x18-26	Le	Le	LexLe	AF	1	0	0
30-Nov	18-25	18-26	18-25x18-26	Le	Le	LexLe	AF	0	1	1
7-Dec	18-25	18-26	18-25x18-26	Le	Le	LexLe	AF	0	1	1
7-Dec	18-25	18-26	18-25x18-26	Le	Le	LexLe	AF	0	1	2
1-Nov	18-26	18-23	18-26x18-23	Le	Le	LexLe	AF	1	0	0
29-Nov	18-26	18-23	18-26x18-23	Le	Le	LexLe	AF	1	0	0
8-Dec	18-26	18-23	18-26x18-23	Le	Le	LexLe	AF	1	0	0
29-Jan	18-26	18-23	18-26x18-23	Le	Le	LexLe	AF	0	1	1
29-Jan	18-26	18-23	18-26x18-23	Le	Le	LexLe	AF	0	1	2
23-Oct	18-26	18-24	18-26x18-24	Le	Le	LexLe	IL	0	1	3
3-Nov	18-26	18-24	18-26x18-24	Le	Le	LexLe	IL	1	0	0
20-Nov	18-26	18-24	18-26x18-24	Le	Le	LexLe	AF	0	1	2
30-Nov	18-26	18-24	18-26x18-24	Le	Le	LexLe	AF	1	0	0
22-Jan	18-26	18-24	18-26x18-24	Le	Le	LexLe	AF	0	1	1
30-Oct	18-23	18-23	18-23x18-23	Le	S	LexS	IL	1	0	0
19-Nov	18-23	18-23	18-23x18-23	Le	S	LexS	IL	0	1	1
24-Nov	18-23	18-23	18-23x18-23	Le	S	LexS	IL	0	1	2
27-Nov	18-23	18-23	18-23x18-23	Le	S	LexS	IL	0	1	2
6-Nov	18-24	18-24	18-24x18-24	Le	S	LexS	IL	1	0	0
17-Nov	18-24	18-24	18-24x18-24	Le	S	LexS	IL	0	1	3
27-Nov	18-24	18-24	18-24x18-24	Le	S	LexS	IL	1	0	0
5-Nov	18-25	18-25	18-25x18-25	Le	S	LexS	IL	1	0	0
17-Nov	18-25	18-25	18-25x18-25	Le	S	LexS	IL	1	0	0
19-Nov	18-25	18-25	18-25x18-25	Le	S	LexS	IL	1	0	0
1-Dec	18-25	18-25	18-25x18-25	Le	S	LexS	IL	0	1	1
2-Feb	18-26	18-26	18-26x18-26	Le	S	LexS	AF	0	1	3
2-Feb	18-26	18-26	18-26x18-26	Le	S	LexS	AF	0	1	2
10-Feb	18-26	18-26	18-26x18-26	Le	S	LexS	AF	1	0	0
10-Feb	18-26	18-26	18-26x18-26	Le	S	LexS	AF	1	0	0
10-Feb	18-26	18-26	18-26x18-26	Le	S	LexS	AF	1	0	0
18-Oct	18-23	X	18-23xX	Le	X	LexX	AF	0	1	4
19-Oct	18-23	X	18-23xX	Le	X	LexX	AF	0	1	4
19-Oct	18-23	X	18-23xX	Le	X	LexX	AF	0	1	4
19-Oct	18-23	X	18-23xX	Le	X	LexX	AF	0	1	4
23-Oct	18-23	X	18-23xX	Le	X	LexX	IL	0	1	4
24-Oct	18-23	X	18-23xX	Le	X	LexX	AF	0	1	4
24-Oct	18-23	X	18-23xX	Le	X	LexX	AF	0	1	4
24-Oct	18-23	X	18-23xX	Le	X	LexX	AF	0	1	4
23-Oct	18-24	X	18-24xX	Le	X	LexX	IL	0	1	3
24-Oct	18-24	X	18-24xX	Le	X	LexX	AF	0	1	3
24-Oct	18-24	X	18-24xX	Le	X	LexX	AF	1	0	0
24-Oct	18-24	X	18-24xX	Le	X	LexX	AF	1	0	0
25-Oct	18-24	X	18-24xX	Le	X	LexX	AF	0	1	4
28-Nov	18-24	X	18-24xX	Le	X	LexX	AF	0	1	1
23-Oct	18-25	X	18-25xX	Le	X	LexX	IL	0	1	3
24-Oct	18-25	X	18-25xX	Le	X	LexX	AF	0	1	4
24-Oct	18-25	X	18-25xX	Le	X	LexX	AF	0	1	4
24-Oct	18-25	X	18-25xX	Le	X	LexX	AF	0	1	4
24-Oct	18-25	X	18-25xX	Le	X	LexX	AF	0	1	4
23-Oct	18-26	X	18-26xX	Le	X	LexX	IL	0	1	4
23-Oct	18-26	X	18-26xX	Le	X	LexX	IL	0	1	4
4-Dec	18-26	X	18-26xX	Le	X	LexX	IL	0	1	4
8-Dec	18-26	X	18-26xX	Le	X	LexX	AF	0	1	2
9-Dec	18-26	X	18-26xX	Le	X	LexX	AF	0	1	3
9-Dec	18-26	X	18-26xX	Le	X	LexX	AF	0	1	4
9-Dec	18-26	X	18-26xX	Le	X	LexX	AF	0	1	4
